place_name,District,Timespan,Review,category,eco_score,cultural_score,vendor_count,local_empowerment_index,accessibility_score,crowd_level,danger_level,latitude,longitude
mirissa beach,Hambantota,9 months ago,kinda long sandy beach south sri lanka located near fisherman name near buddhist stupa high waves picturesque reefs attract extreme surfing swimming,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,beautiful beach sri lanka special area bathing swimming places waves place history,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 weeks ago,views good smell water horrible smelled like rotten fish everywhere nice experience go water even sit beach lots beach even dead animals lying around doesn't bother coming hang beach go find someplace else,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 months ago,ideal place nature lovers likes observe ocean beaches southern coast ride carpeted road best visit early morning late evening due excessive heat basic facilities lacking area,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 years ago,beautiful beach coast gives scenic view parts sea deep high,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,beautiful beach love u like bathes definitely u panthers kinda temple near beach u visit also dry fish shops restaurants vans juice shops  trousers shops also available,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 years ago,nice place visit need maintain place better sea places need use allocated places sea,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 months ago,kinda beach hidden gem southern coast sri lanka nestled amidst scenic landscapes away bustling tourist crowds provides escape seeking natural beauty pristine sandy,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,10 months ago,another isolated beaches said risky swim,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 years ago,built king places accommodation gala junction find,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,go beach behind temple next harbor peaceful clean water magnificent swimming people ages tutu drivers know get via little dirt road,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 years ago,nice beautiful beach visit afternoon kinda temple also nearby sea gets time extra cautious bath,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,wow nice place quite hot usually evening overall holidays beach busy local people low depth sea face easy get fun sea waves,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,beach  season  time much nicer get water even season beach nice soft sand beaches crowded either,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,6 years ago,beautiful beach bath fresh water facilities available also dry fish stalls,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 months ago,king melanin sacrificed daughter princess mama devil mother great king sea save threat sea flooding said princess floated sea reached,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,superb beach nice shore bath rocks everywhere buy dry fish,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 months ago,big waves august nice place swim locals go full street plastic waste,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a month ago,pretty good beach chill sea gets rough sometimes need,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a month ago,best place bath,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,nice place beach nice rocky landscapes,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,6 years ago,clean beautiful beach rough waters warning signs everywhere swim even experienced temple nearby monument placed corporate mama devil arrival sri lanka,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,nice place visit good view safe place get sea,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,beautiful beach pecan bath,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,7 months ago,suitable beach camping kinda  sri lanka darkness slowly overcome sky decorated different,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,6 months ago,love sea visit kinda beach blue water blue sky beautiful nature,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,nice place possible catch buy fish nice beach waves perfect big rock temple quite place challot,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,try swim kind intense waves,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,11 months ago,kinda long sandy beach south sri lanka located near fisherman name near buddhist stupa high waves picturesque reefs attract extreme surfing swimming,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,kinda beach lovely visit one side scenic view right side temple top rock left side bathing spot however middle part beach seems bath,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,good beautiful place wave much,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 years ago,white sand rough beach safe bathe beautiful location,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,free location safe waves popular beautiful place lot stone easily camp place doesn't temple also prohibited area  near temple doesn't temple,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,best place visit bath peaceful place,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 years ago,one cleanest beaches visited,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,beautiful beach ideal visit evening lacks proper facilities sanitation,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 months ago,good filthy shops shacks nearby,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,8 months ago,place family,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,water hard doesn't go water,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 years ago,nice clean sandy beach also changing washing facilities available plenty parking available beware going beach windy strong waves period sea strong period always follow instructions seek guidance,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,kinda beach important historic beach sri lanka heard sea area never get set swimmer,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,lovely place bath,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 years ago,road nice place kinda beach,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,one finest beaches visit specially evening scenery beautiful advised get sea quite deep starting beach also sea quite rough,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 months ago,nice beach around see view,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 months ago,shower bath available washroom normal,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,one beautiful beach sri lanka,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,red sand wind cool noon also beautiful place specific area separated bathing areas bathing,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,best location photographers,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,beautiful beach rocks many people nice place,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,undeveloped beautiful beach located drive west close gala nature reserve,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,nice beach fast waves however good bathing warning signs placed several lives lost past years beauty nature visiting kinda temple please kind protect beach,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,11 months ago,safety bathing area,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,good place sea bath,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,nice beach market locals tourists taste candy local food beautiful view nearby temple,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,2 years ago,wood really beach,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,6 years ago,waves high awesome place visit,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,6 years ago,kinda beach good place visit also visit temple near beach waves good playing think harmful sure could surfing good children private bath places available everyone need pay person,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,9 months ago,nice place fun sea also,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,place ruined garbage plastic come small river touching sea sand many either oil tar traces stones near water line sea finally stopped us take step water waste time coming,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,nice beach tried see  photos sky coloring good place see close kinda temple high point see beach beautiful around,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,really beautiful scenic beach several different eye catching scenarios every single angle give different best time visit u get high really hot also depends season,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,7 years ago,beautiful beach seafood stalls beach highly always visit early morning see golden doesn't forget taste fresh fried fish,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,perfect beach chill time,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 months ago,place waves,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,nice place takes every heart wind power bullocks shore temple historical value queen landed part,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,historical place south must visit kinda beach many drowning,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,one beautiful beaches sri lanka cant satisfied sanitary facilities sometimes long use,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,3 years ago,please always follow sign boards part beach good recreation part lost many lives aware,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,superb beach sea bath waves bit strong parking available,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,a year ago,attractive beach however please try swim hard,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,5 years ago,place beautiful safe place sea bath car parking available bath tap water sea bath rupees,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
mirissa beach,Hambantota,4 years ago,kinda small fishing blessed pretty beach sandy beaches wide range hotels guest houses situated close famous national parkland small also available,eco,8.0,4.0,40.0,7.0,8.0,high,3.0,5.9484,80.4588
